Soru,Cevap
"Herkesin bir hakkı ihlal edildiğinde etkin ve işler olan yani kişinin haklarını koruyabilecek vasıfta olan mahkemelere başvurarak kendisini ve haklarını koruma hakkı, aşağıdakilerden hangisi  ile açıklanabilir?","Adalete erişim hakkı, herkesin bir hakkı ihlal edildiğinde mahkemelere başvurarak kendisini ve haklarını koruma hakkını ifade etmektedir. Başvurulan mahkemelerin, etkin ve işler olması yani kişinin haklarını koruyabilecek vasıfta olması gerekmektedir. Aksi halde mahkemeye başvurmanın bir anlamı kalmayacaktır. Doğru cevap ""C"" şıkkıdır. "
"Hâkim, esas olarak verdiği nihai karar ile konuşur, kendisinin veya meslektaşlarının kararlarını gö­rev gereği olmadıkça etki altında bırakacak şekilde eleştirmez denildiğinde aşağıdakilerden hangi madde izah edilmektedir?","Hükmüyle konuşma: Hâkim, esas olarak verdiği hükümle konuşur. Kendisinin veya meslektaşlarının kararlarını gö­rev gereği olmadıkça etki altında bırakacak şekilde eleştirmez, bu tarz eleştirenler ile iletişime girmez, yetkili olmadığı sürece medyada çıkan bu nitelik­teki haber ve yorumlar hakkında açıklamada bu­lunmaz."
Yargı etiğinde Budapeşte İlkeleri olarak da bilinen uluslararası metin aşağıdakilerden hangisidir?,Uluslararası metinler arasında Budapeşte İlkeleri olarak da bilinen ve savcıların yargı mekanizması içerisindeki yerine ve uymaları gereken etik ilkelere işaret eden Savcılar İçin Etik ve Davranış Biçimlerine İlişkin Avrupa Esasları da yer almaktadır.
"Kant’ın ödev etiğine göre aşağıdakilerden hangileri doğrudur?
I. Ahlâk, doğanın işleyişinden bağımsızdır.
II. Ahlâklılığın temeli  ‘iyi niyet’tir. 
III. Ahlâk yasası insan için bir buyruk şeklinde kendini gösterir. 
IV. Ahlâklılık mutlulukla ilgilidir.","Kant, ahlâk üzerine araştırmasına, sıradan insanın sahip olduğu (sahip olduğunu düşündüğü) ahlâk bilincinden başlar. Kant’ın analiz nesnesi işte bu ahlâk bilincidir.  Kant’a göre yeryüzünde kendi başına, mutlak ve koşulsuz olarak iyi olan tek bir şey vardır, o da ‘iyi niyet’tir. Kendisinden önceki bir çok filozofun ‘iyi’ olarak kabul ettiği, doğru düşünme, karakter erdemleri, sağlık, başarı, zenginlik, onur vb. değerlerin hiç biri, ‘iyi niyet’ gibi kendi başına, mutlak ve koşulsuz olarak iyi değildir. Çünkü bu değerler iyi bir niyet tarafından yönlendirilmediklerinde değer ifade etmezler; hatta kötü sonuçlar bile doğurabilirler. "
Nükleer silahların varlığı ve tüm insanlığı tehdit eden bir nükleer savaş ihtimali hangi kavramın ortaya çıkmasına neden olmuştur?,"Barış hakkı ve barış etiği gibi kavramların önem kazanmasının sebebi kuşkusuz, nükleer silahların varlığı ve tüm insanlığı tehdit eden bir nükleer savaş ihtimalinden hâlâ bahsediliyor oluşudur. Pek çok düşünür, bilim insanı, aktivist söz konusu tehditin ciddiliğine ve geri dönüşü mümkün olmayan sonuçlar doğurabilecek riskler taşıdığına dikkat çekmektedir."
"TC Anayasasının değiştirilmesi teklif dahi edilemeyecek maddelerinden hangisine göre; Türkiye Cumhuriyeti “demokratik, laik ve sosyal bir hukuk devleti”dir.",2
Aşağıdakilerden hangisi ikinci kuşak haklardan biridir?,"A, C, D ve E seçenekleri birinci kuşak haklardandır."
"Aşağıdakilerden hangisi, Avukata kınama cezasının uygulandığı örneklerden birisidir?",Uygun olmayan bir yerde (örneğin adliye kantininde veya koridorunda) danışmanlık verme; kınama cezasını gerektirir.
"CMK'nın 170. maddesinde yer alan ""iddianamenin sonuç kısmında, şüphelinin sadece aleyhine olan hususlar değil, lehine olan hususlar da ileri sürülür"" düzenlemesi, Cumhuriyet savcısının nasıl bir yükümlülüğü olduğunu vurgulamaktadır?","CMK m. 170, f. 5 hükmü, Cumhuriyet savcısının tarafsız davranma yükümlülüğünü, “iddianamenin sonuç kısmında, şüphelinin sadece aleyhine olan hususlar değil, lehine olan hususlar da ileri sürülür” düzenlemesiyle vurgulamaktadır. Doğru cevap ""C"" şıkkıdır. "
Aşağıdakilerden hangisi TC Anayasasının 2. maddesidir?,"Nitekim TC Anayasasının değiştirilmesi teklif dahi edilemeyecek maddelerinden olan 2. maddesine göre; Türkiye Cumhuriyeti “demokratik, laik ve sosyal bir hukuk devleti”dir."
"I.  İnsan haklarının uluslararası düzeyde korunmasına yönelik adımların ilkidir. 
II. Hukuken bağlayıcıdır. 
III. Hem anayasaların hem de yargı makamlarının insan hakları düzleminde en çok atıfta bulunduğu bildiridir.
Birleşmiş Milletler'in (BM) 10 Aralık 1948’de kabul ettiği BM İnsan Hakları Evrensel Bildirisi için yukarıdaki ifadelerden hangisi veya hangileri doğrudur?","BM’nin 10 Aralık 1948’de kabul ettiği BM İnsan Hakları Evrensel Bildirisi, insan haklarının uluslararası düzeyde korunmasına yönelik adımların ilki ve en önemlisidir, ancak hukuken bağlayıcılığı yoktur. Buna rağmen İHEB hem anayasaların hem de yargı makamlarının en çok atıfta bulunduğu bildiridir. İnsan haklarına ilişkin hemen her tartışmada İHEB dikkate alınmaktadır. Doğru yanıt C seçeneğidir. "
"BM Çocuk Hakları Komitesi, çocukları ilgilendiren her hususta dört önemli ilkenin gözetilmesi gerektiğini vurgulamaktadır. Aşağıdakilerden hangisi bu ilkelerden biri değildir?","""Bazı çocukların savunma hakkı yoktur."" hem ifade olarak yanlıştır hem de BM Çocuk Hakları Komitesinin, çocukları ilgilendiren her hususta dört önemli ilkesinden biri değildir. "
Türkiye'de “Yargıtay Personeli Etik Davranış İlkeleri” hangi yıl kabul edilmiştir?,"2017 yılında, “Yargıtay Personeli Etik Davranış İlkeleri” kabul edilmiş bulunmak- tadır. Söz konusu etik ilkeler, “Yargıtay Etik, S¸effaflık ve Güven Projesi kapsamında hazırlanmıştır."
"İhsan Bey dava sonrasında temyiz dilekçesi yazmak üzere adliyeye gittiğinde görevli personel ücret karşılığında dilekçeyi kendisinin yazabileceğini söylemiştir.
   Verilen olayda görevli personele verilecek olan ceza nedir? ",Verilen olayda görevli personele verilecek olan ceza meslekten(Devlet memurluğundan) çıkarmadır. Doğru cevap C seçeneğidir.
Aşağıdakilerden hangisi üçüncü kuşak insan haklarından biridir?,Üçüncü kuşak haklar II. Dünya Savaşından sonra talep edilmeye başlanmış ve içerikleri hala tartışılmaktadır. Bu haklara dayanışma hakları da denir.
Aşağıdakilerden hangisi tıp etiğinin belli başlı sorunları arasında yer almamaktadır?,Bugün genellikle kabul edildiği üzere tıp etiğinin belli başlı sorunları arasında şu başlıklar yer alır:
"Ahlâk felsefesinin temel işlevinin, ‘betimleyici’ değil de ‘buyurucu’ yani ‘kural koyucu’ yargılar aracılığıyla ne yapmamız gerektiğini bildirmek ol­duğunu savunan etik yaklaşım aşağıdakilerden hangisidir?","Ahlâk felsefesinin temel işlevinin, ‘betimleyici’ değil de ‘buyurucu’ yani ‘kural koyucu’ yargılar aracılığıyla ne yapmamız gerektiğini bildirmek ol­duğunu savunan etik yaklaşım kuralkoyuculuktur. Dolayısıyla cevap “C” seçeneğidir."
Yargılamanın taraflarının aynı haklara sahip olması ilkesi aşağıdakilerden hangisidir ?,"Silahların eşitliği ilkesi, birinci olarak yargılamanın taraflarının aynı haklara, aynı ölçüde sahip olmaları anlamına gelir. Ancak, aynı haklara görünürde (kâğıt üzerinde) sahip olmak tek başına yeterli değildir. Tarafların silahları, burada ister hukuk ister ceza yargısından bahsedelim, adil yargılanma hakkına uygun şekilde eşit olmalıdır. Kastettiğimiz; bilgilenme hakkı bakımından, açıklama ve ispat hakkı bakımından, hakkaniyete uygun yargılama bakımından ve nihayet gerekçeli karar verme yükümlülüğü bakımından eşitliktir."
"İcra ve İflâs Kanununun (İİK) m. 10 hükmüne göre bir icra ve iflâs dairesi müdürü, yardımcısı veya bir diğer memuru aşağıdakilerden hangisinin işlerini görmeyip derhal icra mahkemesine haber vermeye mecburdur?","İcra ve İflâs Kanununun (İİK) m. 10 hükmünde iş görme yasağı başlığı altındaki düzenlemelere göre bir icra ve iflâs dairesi müdürü, yardımcısı veya bir diğer memuru:
• Kendisinin,
• Karı veya kocasının, nişanlısının yahut kan ve sıhri usul ve füruunun veya üçüncü derece dahil olmak üzere bu dereceye kadar olan kan ve sıhri civar hısımlarının,
• Kanuni mümessili veya vekili yahut müstahdemi bulunduğu bir şahsın,
menfaati olan işleri göremeyip derhal icra mahkemesine haber vermeye mecburdur."
Kamu görevlileri etik kurulu üyeleri aşağıdakilerden hangisi tarafından atanır?,Kamu görevlileri etik kurulu üyeleri Cumhurbaşkanı tarafından atanır. Buna göre doğru cevap  B şıkkıdır.
Kamu Görevlileri Etik Kurulu başvuru usulü ile ilgili verilen bilgilerden hangisi yanlıştır?,"Oluştuğu tarihi izleyen günden başlayarak iki yıl içinde yapılmayan, etik ilkelere aykırı davranışlar hakkındaki başvurular incelenmez. Diğer seçenekler başvuru ile ilgili doğru ifadelerdir. "
kamu yönetiminde kamusal alanla ilgili bilgilerin vatandaşlar ve sivil toplum örgütlerinin ulaşımına açık olması anlamına gelen ilke aşağıdakilerden hangisidir?,"5176 Sayılı Kanunda örnek olarak sayılan etik davranış ilkelerinden birincisi saydamlık, diğer adıyla şeffaflıktır. Aynı ilkeye Yönetmeliğin 19. maddesinde de yer verilmiştir. Saydamlık ilkesi, kamu yönetiminde kamusal alanla ilgili bilgilerin vatandaşlar ve sivil toplum örgütlerinin ulaşımına açık olması anlamına gelir"
"'Eski Yunan felsefesinde temelini bulan klasik ahlâk felsefesi yaklaşımına göre ahlâk felsefesinin temel sorusu, ne tür bir hayatın yaşanmaya değer olduğudur.'  Bu felsefeye göre aşağıdakilerden hangisi 'en yüksek iyi' ye ulaşma yoludur?","Eski Yunan felsefesinde temelini bulan klasik ahlâk felsefesi yaklaşımına göre ahlâk felsefesinin temel sorusu, ne tür bir hayatın yaşanmaya değer olduğudur. Bu soru, doğrudan ‘en yüksek iyi’ kavramıyla ilgilidir. “Hayatın en yüksek amacı nedir?”, “İnsanı en fazla tatmin eden hayat nasıl bir hayattır?” Bunun cevabı kısaca erdemli hayattır. İnsan ancak erdemli bir hayat yaşayarak en fazla tatmini elde eder ve mutlu olur. Dolayısıyla ‘en yüksek iyi’, kişinin erdem aracılığıyla kazanacağı mutluluktur; bu tarz bir hayat yaşamadır."
Aşağıdakilerden hangisi hukuk devletinin maddi unsurlarıyla doğrudan ilgilidir?,Özgürlük ve insan onuru yani insan hak ve özgürlükleri maddi unsurlarla ilgilidir. Diğer seçenekler biçimsel unsurlarla ilgilidir. 
Uzlaştırmacı etik kurallara uymadığı takdirde aşağıdakilerden hangisi tarafından yaptırım uygulanır?,"Uzlaştırmacı, denetim ve performansı bakımından Cumhuriyet başsavcısı veya Cumhuriyet başsavcısı vekili yahut Cumhuriyet savcısı tarafından yapılacak bir denetime tâbidir. Diğer taraftan etik kurallar özelinde yapılacak denetim, Alternatif Çözümler Daire Başkanlığı tarafından gerçekleştirilir. Arabulucu ise, Arabuluculuk Daire Başkanlığının denetimi altındadır. Yaptırım uygulama yetkisi bazı durumlarda Arabuluculuk Daire Başkanlığına bazı hâllerde ise Arabuluculuk Kuruluna aittir."
"Aşağıdakilerden hangisi ya da hangileri yazı işleri hizmetlerinde görevli personellerdendir?
I. Yazı işleri müdürü
II. Zabıt katibi
III. Mübaşir","Yazı işleri hizmetlerinde, yazı işleri müdürü, yeterli sayıda zabıt kâtibi, mübaşir ve diğer memurlar bulundurulur. Buna göre doğru cevap E şıkkıdır."
Aşağıdaki durumlardan hangilerinde tanıklık yapmaktan kaçınma söz konusudur?,"Tanıklık bir kamu hizmetidir ve kural olarak zorunludur. Ancak, Kanunlarda gösterilen, yakın akrabalık, sır veya menfaat gibi sebeplerle tanıklık yapmaktan kaçınılabilir."
"Aşağıdaki hangi koşullarda bir avukat tanıklık yapmaktan çekilebilir?
I. Akrabalık
II. Menfaat
III. Sır
IV. Güvenlik","Tanıklık bir kamu hizmetidir ve kural olarak zorunludur. Ancak, bir avıkat, kanunlarda gösterilen, yakın akrabalık, sır veya menfaat gibi sebeplerle tanıklık yapmaktan kaçınılabilir. Buna göre doğru cevap D şıkkıdır"
"İnsan hakları çeşitli kuşaklara ayrılsa da herhangi bir hak grubundaki ihlal diğerlerini de doğrudan etkiler. Örneğin yoksulluğun artması eşitsizlikleri artırır ve sağlık hizmetlerinin aksaması insanların önlenebilir hastalıklar nedeniyle ölümüne sebep olur. İfade özgürlüğü ihlal edilirse, insanların örgütlenme ve siyasi katılım hakları ihlal edilmiş olur. Savaş halinde bütün insan hakları ihlal edilebileceği gibi, çatışmalar çevreye de büyük zarar verir. İnsan hakları insanı insan yapan özelliklerin toplamı, insanca bir yaşamın asgari koşullarıdır.
Yukarıdaki ifadede birinci, ikinci ve üçüncü kuşak insan hakları arasındaki ilişkilerden hangisine vurgu yapılmıştır?",İnsan hakları çeşitli gruplara ayrılsa da birinin ihlali diğerlerini de etkiler. Yani insan hakları bir bütündür. Doğru yanıt D seçeneğidir. 
Kamu yönetiminde kamusal alanla ilgili bilgilerin vatandaşlar ve sivil toplum örgütlerinin ulaşımına açık olması anlamına gelen etik davranış ilkesi aşağıdakilerden hangisidir?,"Saydamlık ilkesi, kamu yönetiminde kamusal alanla ilgili bilgilerin vatandaşlar ve sivil toplum örgütlerinin ulaşımına açık olması anlamına gelir. Buna göre doğru cevap B şıkkıdır."
Kural koyucu etik teorisi  bugünkü anlamıyla aşağıdaki hangi İngiliz felsefeci tarafından geliştirilmiştir?,"Ahlâk felsefesinin temel işlevinin, ‘betimleyici’ değil de ‘buyurucu’ yani ‘kural koyucu’ yargılar aracılığıyla ne yapmamız gerektiğini bildirmek olduğunu, dolayısıyla ‘olan’dan çok ‘olması gereken’le ilgilendiğini savunan kural koyucu etik teorisinin kökleri Hume, Kant ve Mill’den Sokrates, Platon ve Aristoteles’e kadar uzanır. Fakat bu terim, bugünkü anlamıyla İngiliz felsefeci R. M. Hare tarafından geliştirilmiştir. Doğru cevap E'dir."
Kişinin bağımsız ve tarafsız bir mahkemede suçu sabit görülene kadar masum sayılacağını ifade eden ilke aşağıdakilerden hangisidir ?,"Hukuk önünde eşitlik bu ilke hukuk devleti ilkesinin genel ilkelerindendir ve herkesin yasalar karşısında eşit olmasını ve mahkemelerde eşit muamele görmesi hakkını düzenler. Buna göre, gerek yasalar karşısında gerekse mahkemelerde ayrımcılık yasaktır."
Bilirkişinin görevini yalnızca uzmanlık alanındaki bilimsel verilere göre yerine getirmesi aşağıdaki etik kurallardan hangisiyle doğrudan ilgilidir?,"Bilirkişi, görevlendirmeyi yapan merciye, davanın taraflarına ve kendi işverenine karşı bağımsız olup, görevini yalnızca uzmanlık
alanındaki bilimsel verilere göre yerine getirir. Bilirkişi, bağımsızlığına zarar verebilecek veya böyle bir izlenim uyandırabilecek her türlü davranış ve ilişkiden uzak durur."
Aşağıdakilerden hangisi yazı işleri hizmeti görevlileri ile icra iflas memurları bakımından geçerli olan etik kurallardan değildir? ,Yazı işleri hizmeti görevlileri ile icra iflas memurları bakımından geçerli olan etik kurallar şunlardır:
"Adalet ile fayda arasındaki ilişkiyi açıklamaya çalışarak ""faydacı adalet"" teorisinin ortaya çıkmasını sağlayan düşünür, aşağıdakilerden hangisidir?","Adalet düşüncesinin ayırdedici özelliğinin hak olduğunu ileriye süren John Stuart Mill, adalet düşüncesine eşlik eden bir duygunun bulunduğunu söyler. Bu duygu tamamen faydadan çıkmamakla birlikte, ona ahlâki niteliğini kazandıran fayda düşüncesidir. Belki adalet ile fayda aynı şey değildir ama birbiriyle sıkı bir ilişki içerisindedir. Bu ilişki de adalet duygusu aracılığıyla kurulur. Doğru cevap B seçeneğidir."
